SERIES,Name,UNIT_MEASURE,UNIT_MULT,SEX,AGE,URBANISATION,COMPOSITE_BREAKDOWN,EDUCATION_LEV,DISABILITY_STATUS,OCCUPATION,INCOME_WEALTH_QUANTILE,PRODUCT,ACTIVITY
VC_DSR_CILN,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]",USD,ALL,_T,_T,_T,_T;HZT_ACIDT;HZT_ACIDR;HZT_ALLUV;HZT_ANIAK;HZT_AVALE;HZT_BIOGL;HZT_CHESP;HZT_COSER;HZT_COSFL;HZT_COLDW;HZT_CSOLD;HZT_CONTM;HZT_CYCLN;HZT_DFRST;HZT_DROUG;HZT_DZUD;HZT_ERQAK;HZT_ELEST;HZT_EPIDM;HZT_EPIZT;HZT_EROSN;HZT_EXPLN;HZT_EXTEM;HZT_FIREX;HZT_FLSFL;HZT_FLOOD;HZT_FOGXX;HZT_FRZRN;HZT_FROST;HZT_GLCFL;HZT_HAILS;HZT_HETWA;HZT_HEVRN;HZT_INFET;HZT_INTOX;HZT_LAHAR;HZT_LNDRG;HZT_LNDSL;HZT_LIQFN;HZT_NUCIN;HZT_OTHER;HZT_PANIC;HZT_PEATX;HZT_PESTX;HZT_PLGUE;HZT_POLUT;HZT_SANDS;HZT_SEDMN;HZT_SNSTM;HZT_STORM;HZT_STCOL;HZT_STUCK;HZT_SUBSD;HZT_TECHH;HZT_TORND;HZT_TSUNM;HZT_VOLER;HZT_WLDFR;HZT_WNDST;,_T,_T,_T,_T,_T,_T
VC_DSR_CHLN,"Direct economic loss to cultural heritage damaged or destroyed attributed to disasters [1.5.2, 11.5.2]",USD,6,_T,_T,_T,_T;HZT_ACIDT;HZT_ACIDR;HZT_ALLUV;HZT_ANIAK;HZT_AVALE;HZT_BIOGL;HZT_CHESP;HZT_COSER;HZT_COSFL;HZT_COLDW;HZT_CSOLD;HZT_CONTM;HZT_CYCLN;HZT_DFRST;HZT_DROUG;HZT_DZUD;HZT_ERQAK;HZT_ELEST;HZT_EPIDM;HZT_EPIZT;HZT_EROSN;HZT_EXPLN;HZT_EXTEM;HZT_FIREX;HZT_FLSFL;HZT_FLOOD;HZT_FOGXX;HZT_FRZRN;HZT_FROST;HZT_GLCFL;HZT_HAILS;HZT_HETWA;HZT_HEVRN;HZT_INFET;HZT_INTOX;HZT_LAHAR;HZT_LNDRG;HZT_LNDSL;HZT_LIQFN;HZT_NUCIN;HZT_OTHER;HZT_PANIC;HZT_PEATX;HZT_PESTX;HZT_PLGUE;HZT_POLUT;HZT_SANDS;HZT_SEDMN;HZT_SNSTM;HZT_STORM;HZT_STCOL;HZT_STUCK;HZT_SUBSD;HZT_TECHH;HZT_TORND;HZT_TSUNM;HZT_VOLER;HZT_WLDFR;HZT_WNDST;,_T,_T,_T,_T,_T,_T
VC_DSR_DDPA,"Direct economic loss to other damaged or destroyed productive assets attributed to disasters [1.5.2, 11.5.2]",USD,ALL,_T,_T,_T,_T;HZT_ACIDT;HZT_ACIDR;HZT_ALLUV;HZT_ANIAK;HZT_AVALE;HZT_BIOGL;HZT_CHESP;HZT_COSER;HZT_COSFL;HZT_COLDW;HZT_CSOLD;HZT_CONTM;HZT_CYCLN;HZT_DFRST;HZT_DROUG;HZT_DZUD;HZT_ERQAK;HZT_ELEST;HZT_EPIDM;HZT_EPIZT;HZT_EROSN;HZT_EXPLN;HZT_EXTEM;HZT_FIREX;HZT_FLSFL;HZT_FLOOD;HZT_FOGXX;HZT_FRZRN;HZT_FROST;HZT_GLCFL;HZT_HAILS;HZT_HETWA;HZT_HEVRN;HZT_INFET;HZT_INTOX;HZT_LAHAR;HZT_LNDRG;HZT_LNDSL;HZT_LIQFN;HZT_NUCIN;HZT_OTHER;HZT_PANIC;HZT_PEATX;HZT_PESTX;HZT_PLGUE;HZT_POLUT;HZT_SANDS;HZT_SEDMN;HZT_SNSTM;HZT_STORM;HZT_STCOL;HZT_STUCK;HZT_SUBSD;HZT_TECHH;HZT_TORND;HZT_TSUNM;HZT_VOLER;HZT_WLDFR;HZT_WNDST;,_T,_T,_T,_T,_T,_T
SG_DSR_LEGREG,Countries with legislative and/or regulatory provisions been made for managing disaster risk (1 = YES; 0 = NO) [1.5.3],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_DSR_LGRGSR,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]",IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_DSR_SILS,"Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies [1.5.4, 11.b.2, 13.1.3]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_DSR_SILN,"Number of local governments that adopt and implement local DRR strategies in line with national strategies [1.5.4, 11.b.2, 13.1.3]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_GOV_LOGV,"Number of local governments [1.5.4, 11.b.2, 13.1.3]",NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_POV_DOM,Proportion of domestically generated resources allocated by the government directly to poverty reduction programmes,PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_XPD_HLTH,Proportion of total government spending on health [1.a.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_XPD_PROT,Proportion of total government spending on social protection [1.a.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SD_XPD_ESED,"Proportion of total government spending on essential services, education [1.a.2]",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_POV_TOTL,Sum of total grants and non-debt-creating inflows directly allocated to poverty reduction programmes as a proportion of GDP,PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SG_XPD_VULN,"Proportion of government recurrent and capital spending to sectors that disproportionately benefit women, the poor and vulnerable groups",PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SN_ITK_DEFC,Prevalence of undernourishment [2.1.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SN_ITK_DEFCN,Number of undernourish people [2.1.1],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESS,Prevalence of severe food insecurity in the population [2.1.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESSN,Population in severe food insecurity (number) [2.1.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESMS,Prevalence of moderate or severe food insecurity in the population [2.1.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESMSN,Population in moderate or severe food insecurity (number) [2.1.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESMSTN,Population living in households where at least one adult experienced moderate or severe food insecurity (number) [2.1.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
AG_PRD_FIESSTN,Population living in households where at least one adult experienced severe food insecurity (number) [2.1.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_STNT,Proportion of children moderately or severely stunted [2.2.1],PT,0,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_STNTN,Children moderately or severely stunted (number) [2.2.1],NUMBER,ALL,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_WAST,Proportion of children moderately or severely wasted [2.2.2],PT,0,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_WASTN,Children moderately or severely wasted (number) [2.2.2],NUMBER,ALL,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SN_STA_OVWGT,Proportion of children moderately or severely overweight [2.2.2],PT,0,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SN_STA_OVWGTN,Children moderately or severely overweight (number) [2.2.2],NUMBER,ALL,ALL,Y0T4,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
PD_AGR_SSFP,Productivity of small-scale food producers [2.3.1],CON_USD,ALL,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T
SI_AGR_SSFP,Average income of small-scale food producers [2.3.2],CON_USD,ALL,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_LND_SUST,Proportion of agricultural area under productive and sustainable agriculture [2.4.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_ANIMRCNT,Proportion of local breeds for which sufficient genetic resources are stored for reconstitution [2.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_PLNTSTOR,Plant breeds for which sufficient genetic resources are stored (number) [2.5.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_ANIMKPT,Number of local breeds kept in the country [2.5.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_ANIMRCNTN,Number of local breeds for which sufficient genetic resources are stored for reconstitution [2.5.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_ANIMSTOR,Proportion of local breeds with genetic material stored [2.5.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored [2.5.1],NUMBER,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_GRF_GENEBNK,Operational in vitro gene bank for animal genetic resources [2.5.1],BOOL,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
ER_RSK_LBREDS,Proportion of local breeds classified as being at risk as a percentage of local breeds with known level of extinction risk [2.5.2],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_PRD_ORTIND,Agriculture orientation index for government expenditures [2.a.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_PRD_AGVAS,Agriculture value added share of GDP [2.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_XPD_AGSGB,Agriculture share of Government Expenditure [2.a.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_AGRL,"Total official flows (disbursements) for agriculture, by recipient countries [2.a.2]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_PRD_XSUBDY,Agricultural export subsidies [2.b.1],USD,6,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
AG_FPA_COMM,Indicator of Food Price Anomalies (IFPA) [2.c.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,CPC2_1_112;CPC2_1_118;CPC2_1_113;CPC2_1_114;CPC2_1_111,_T
AG_FPA_CFPI,Consumer Food Price Index [2.c.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SH_STA_MORT,Maternal mortality ratio [3.1.1],PER_100000_LIVE_BIRTHS,ALL,F,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_BRTC,Proportion of births attended by skilled health personnel [3.1.2],PT,0,ALL,_T,_T,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_IMRTN,Infant deaths (number) [3.2.1],NUMBER,ALL,ALL,Y0,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_MORT,Under-five mortality rate [3.2.1],PER_1000_LIVE_BIRTHS,ALL,ALL,Y0T4,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_IMRT,Infant mortality rate [3.2.1],PER_1000_LIVE_BIRTHS,ALL,ALL,Y0,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_MORTN,Under-five deaths (number) [3.2.1],NUMBER,ALL,ALL,Y0T4,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_NMRTN,Neonatal deaths (number) [3.2.2],NUMBER,ALL,ALL,M0,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_DYN_NMRT,Neonatal mortality rate [3.2.2],PER_1000_LIVE_BIRTHS,ALL,ALL,M0,ALL,_T,_T,_T,_T,ALL,_T,_T
SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population [3.3.1]",PER_1000_UNINFECTED_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_TBS_INCD,Tuberculosis incidence [3.3.2],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_MALR,"Malaria incidence per 1,000 population at risk [3.3.3]",PER_1000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_HAP_HBSAG,Prevalence of hepatitis B surface antigen (HBsAg) [3.3.4],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_TRP_INTVN,Number of people requiring interventions against neglected tropical diseases [3.3.5],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_DTH_NCOM,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease [3.4.1]",PROB,0,ALL,ALL,ALL,_T;NCD_CNCR;NCD_CARDIO;NCD_CRESPD;NCD_DIABTS;NCD_NCOM;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_DTH_NCD,Deaths attributed non-communicable diseases (number) [3.4.1],NUMBER,ALL,ALL,ALL,ALL,_T;NCD_CNCR;NCD_CARDIO;NCD_CRESPD;NCD_DIABTS;NCD_NCOM;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_SCIDE,Suicide mortality rate [3.4.2],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_SCIDEN,Number of deaths attributed to suicide [3.4.2],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ALC_CONSPT,Alcohol consumption per capita (aged 15 years and older) within a calendar year [3.5.2],LITRES_PURE_ALCOHOL,ALL,ALL,Y_GE15,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_TRAF,Death rate due to road traffic injuries [3.6.1],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_TRAFN,Number of deaths rate due to road traffic injuries [3.6.1],NUMBER,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_FPL_MTMM,Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods [3.7.1],PT,0,F,Y15T49,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 years) [3.7.2]",PER_1000_POP,ALL,F,Y15T19,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ACS_UNHC,Universal health coverage (UHC) service coverage index [3.8.1],IX,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SH_XPD_EARN25,Proportion of population with large household expenditures on health (greater than 25%) as a share of total household expenditure or income [3.8.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_XPD_EARN10,Proportion of population with large household expenditures on health (greater than 10%) as a share of total household expenditure or income [3.8.2],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_HAP_ASMORT,Age-standardized mortality rate attributed to household air pollution [3.9.1],PER_100000_POP,ALL,ALL,_T,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_AIRP,Crude death rate attributed to household and ambient air pollution [3.9.1],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_ASAIRP,Age-standardized mortality rate attributed to household and ambient air pollution [3.9.1],PER_100000_POP,ALL,ALL,_T,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_AAP_MORT,Crude death rate attributed to ambient air pollution [3.9.1],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_AAP_ASMORT,Age-standardized mortality rate attributed to ambient air pollution [3.9.1],PER_100000_POP,ALL,ALL,_T,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_HAP_MORT,Crude death rate attributed to household air pollution [3.9.1],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene [3.9.2]",PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_STA_POISN,Mortality rate attributed to unintentional poisonings [3.9.3],PER_100000_POP,ALL,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_PRV_SMOK,Age-standardized prevalence of current tobacco use among persons aged 15 years and older [3.a.1],PT,0,ALL,Y_GE15,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ACS_DTP3,Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) [3.b.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) [3.b.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ACS_PCV3,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) [3.b.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
SH_ACS_VACN,Proportion of the target population covered by all vaccines included in their national programme [3.b.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,ALL,ALL,_T,_T
DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries [3.b.2]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries [3.b.2]",CON_USD,ALL,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SH_MED_DEN,Health workder density [3.c.1],PER_10000_POP,ALL,_T,_T,_T,_T,_T,_T,ISCO08_2261;ISCO08_2262;ISCO08_221;ISCO08_222_322,_T,_T,_T
SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity [3.d.1]",PT,0,_T,_T,_T,_T;IHR_01;IHR_02;IHR_03;IHR_04;IHR_05;IHR_06;IHR_07;IHR_08;IHR_09;IHR_10;IHR_11;IHR_12;IHR_13;SPAR_01;SPAR_02;SPAR_03;SPAR_04;SPAR_05;SPAR_06;SPAR_07;SPAR_08;SPAR_09;SPAR_10;SPAR_11;SPAR_12;SPAR_13,_T,_T,_T,_T,_T,_T
SH_IHR_CAPPRD,Average of 13 International Health Regulations (IHR) core capacities [3.d.1],PT,0,_T,_T,_T,_T,_T,_T,_T,_T,_T,_T
SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics [4.1.1],PT,0,ALL,ALL,ALL,_T;SKILL_MATH;SKILL_READ,ALL,ALL,_T,ALL,_T,_T
SE_DEV_ONTRK,"Proportion of children who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning [4.2.1]",PT,0,ALL,M36T59;M36T47,_T,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,_T,ALL,_T,ALL,_T,_T
SE_PRE_PARTN,Participation rate in organized learning (one year before the official primary entry age) [4.2.2],PT,0,ALL,_T,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,_T,ALL,_T,ALL,_T,_T
SE_ADT_EDUCTRN,Participation rate in formal and non-formal education and training [4.3.1],PT,0,ALL,ALL,ALL,_T;MS_MIGRANT;MS_NOMIGRANT;MS_EUMIGRANT;MS_NONEUMIGRANT,ALL,ALL,_T,ALL,_T,_T
SE_ADT_ACTS,Proportion of youth and adults with information and communications technology (ICT) skills [4.4.1],PT,0,ALL,ALL,ALL,_T;SKILL_ICTATCH;SKILL_ICTCPT;SKILL_ICTCDV;SKILL_ICTSSHT;SKILL_ICTPRGM;SKILL_ICTPST;SKILL_ICTSFWR;SKILL_ICTTRFF;SKILL_ICTCMFL,ALL,ALL,ALL,ALL,_T,_T
SE_GPI_PTNPRE,Gender parity index for participation rate in organized learning (one year before the official primary entry age) [4.5.1],RO,0,_T,_T,_T,_T,ALL,_T,_T,_T,_T,_T
SE_TOT_GPI,Gender parity index for achievement [4.5.1],RO,0,_T,ALL,_T,_T;SKILL_MATH;SKILL_READ;SKILL_LTRCY;SKILL_NMRCY,ALL,_T,_T,_T,_T,_T
SE_GPI_TCAQ,Gender parity index of trained teachers [4.5.1],RO,0,_T,ALL,_T,_T,ALL,_T,_T,_T,_T,_T
SE_TOT_SESPI,Low to high socio-economic parity status index for achievement [4.5.1],RO,0,_T,ALL,_T,SKILL_MATH;SKILL_READ;SKILL_LTRCY;SKILL_NMRCY,ALL,_T,_T,_T,_T,_T
SE_TOT_RUPI,Rural to urban parity index for achievement [4.5.1],RO,0,_T,_T,_T,SKILL_MATH;SKILL_READ;SKILL_LTRCY;SKILL_NMRCY,ALL,_T,_T,_T,_T,_T
SE_GPI_PART,Gender parity index for participation rate in formal and non-formal education and training [4.5.1],RO,0,_T,_T,_T,_T,ALL,_T,_T,_T,_T,_T
SE_GPI_ICTS,Gender parity index for youth/adults with information and communications technology (ICT) skills [4.5.1],RO,0,_T,_T,_T,_T;SKILL_ICTATCH;SKILL_ICTCPT;SKILL_ICTCDV;SKILL_ICTSSHT;SKILL_ICTPRGM;SKILL_ICTPST;SKILL_ICTSFWR;SKILL_ICTTRFF;SKILL_ICTCMFL,ALL,_T,_T,_T,_T,_T
SE_NAP_ACHI,Native parity index for achievement [4.5.1],RO,0,_T,_T,_T,SKILL_MATH;SKILL_READ,ALL,_T,_T,_T,_T,_T
SE_LGP_ACHI,Language test parity index for achievement [4.5.1],RO,0,_T,_T,_T,SKILL_MATH;SKILL_READ,ALL,_T,_T,_T,_T,_T
SE_IMP_FPOF,"Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills [4.5.1]",RO,0,ALL,ALL,ALL,SKILL_LTRCY;SKILL_NMRCY,ALL,ALL,ALL,ALL,_T,_T
SE_ADT_FUNS,Proportion of population achieving at least a fixed level of proficiency in functional skills [4.6.1],PT,0,ALL,ALL,ALL,SKILL_LTRCY;SKILL_NMRCY,ALL,_T,_T,_T,_T,_T
SE_ACS_CMPTR,Proportion of schools with access to computers for pedagogical purposes [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SE_ACS_H2O,Proportion of schools with access to basic drinking water [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SE_ACS_ELECT,Proportion of schools with access to electricity [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SE_ACC_HNDWSH,Proportion of schools with basic handwashing facilities [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SE_ACS_INTNT,Proportion of schools with access to the internet for pedagogical purposes [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
SE_ACS_SANIT,Proportion of schools with access to access to single-sex basic sanitation [4.a.1],PT,0,_T,_T,ALL,_T,ALL,_T,_T,_T,_T,_T
